DB.Class.Key,Symbol.x,Symbol.y
49392054,Cacna2d2,CACNA2D2
49392055,Cacna2d4,CACNA2D4
49392056,Cacng1,CACNG1
49392057,Cacng2,CACNG2
49392058,Cacng3,CACNG3
49392059,Cacng4,CACNG4
49392060,Cald1,CALD1
49392061,Dffb,DFFB
49392062,Cdx4,CDX4
49392063,Cdh23,CDH23
49392064,Cdh5,CDH5
49392065,Cadps,CADPS
49392066,Lama2,LAMA2
49392067,Chaf1b,CHAF1B
49392068,Pdia4,PDIA4
49392069,Atp7a,ATP7A
49392070,Calb2,CALB2
49392071,Calcb,CALCB
49392072,Calca,CALCA
49392073,Calcoco1,CALCOCO1
49392074,Calcrl,CALCRL
49392075,Calhm1,CALHM1
49392076,Calhm2,CALHM2
49392077,Calhm4,CALHM4
49392078,Rnpc3,RNPC3
49392079,Calm2,CALM2
49392080,Calm1,CALM1
49392081,Calm3,CALM3
49392082,Calml4,CALML4
49392083,Calr3,CALR3
49392084,Calr,CALR
49392085,Calu,CALU
49392086,Chl1,CHL1
49392087,Nat8f6,NAT8
49392088,Nat8f7,NAT8B
49392089,Nat8b-ps,NAT8
49392090,Nat8f1,NAT8
49392091,Nat8f3,NAT8B
49392092,Nat8,NAT8B
49392093,Nat8f2,NAT8
49392094,Nat8f4,NAT8
49392095,Nat8f5,NAT8
49392096,Gch1,GCH1
49392097,Camk1d,CAMK1D
49392098,Camk1g,CAMK1G
49392099,Camk2a,CAMK2A
49392100,Camk2b,CAMK2B
49392101,Camk2d,CAMK2D
49392102,Camk2g,CAMK2G
49392103,Camk2n2,CAMK2N2
49392104,Camk2n1,CAMK2N1
49392105,Camkk1,CAMKK1
49392106,Ppm1f,PPM1F
49392107,Ppm1e,PPM1E
49392108,Camsap1,CAMSAP1
49392109,Camsap2,CAMSAP2
49392110,Camta1,CAMTA1
49392111,Cnpy3,CNPY3
49392112,Cant1,CANT1
49392113,Clgn,CLGN
49392114,Ncapd2,NCAPD2
49392115,Capg,CAPG
49392116,Capn11,CAPN11
49392117,Capn1,CAPN1
49392118,Capn3,CAPN3
49392119,Capns1,CAPNS1
49392120,Capns2,CAPNS2
49392121,Nos1ap,NOS1AP
49392122,Caprin1,CAPRIN1
49392123,Tcf21,TCF21
49392124,Capza1,CAPZA1
49392125,Capza2,CAPZA2
49392127,Cpa5,CPA5
49392128,Cpa1,CPA1
49392129,Nod2,NOD2
49392130,Mylk3,MYLK3
49392131,Gbp10,GBP6
49392132,Gbp7,GBP4
49392133,Gbp6,GBP6
49392134,Gbp2b,GBP1
49392135,Gbp9,GBP6
49392136,Gbp2,GBP1
49392137,Gbp3,GBP4
49392138,Cdkn2aip,CDKN2AIP
49392139,Naxd,NAXD
49392140,Carmil1,CARMIL1
49392141,Carmil2,CARMIL2
49392142,Carmil3,CARMIL3
49392143,Car8,CA8
49392144,Cars1,CARS1
49392145,Cartpt,CARTPT
49392146,Dnai7,DNAI7
49392147,Golm2,GOLM2
49392148,Knl1,KNL1
49392149,Cask,CASK
49392150,Casp1,CASP1
49392151,Casp12,CASP12
49392152,Casp4,CASP5
49392153,Casp3,CASP3
49392154,Casp6,CASP6
49392155,Casp7,CASP7
49392156,Casp8,CASP8
49392157,Cntnap1,CNTNAP1
49392158,Casr,CASR
49392159,Stil,STIL
49392160,Ctsl,CTSL
49392161,Cdx1,CDX1
49392162,Cdx2,CDX2
49392163,Cavin4,CAVIN4
49392164,Cox5a,COX5A
49392165,Cnr1,CNR1
49392166,Pepd,PEPD
49392167,Dock2,DOCK2
49392168,Lima1,LIMA1
49392169,Hipk2,HIPK2
49392170,Chac1,CHAC1
49392171,Scarb1,SCARB1
49392172,Aco2,ACO2
49392173,Abcc4,ABCC4
49392174,Clptm1,CLPTM1
49392175,Etfa,ETFA
49392176,Nmrk2,NMRK2
49392177,Mcm4,MCM4
49392178,Rap1b,RAP1BL
49392179,Smox,SMOX
49392180,Enpp6,ENPP6
49392181,Pkm,PKM
49392182,Snx8,SNX8
49392183,Cltc,CLTC
49392184,Mmp13,MMP13
49392185,Trp53inp1,TP53INP1
49392186,Cpn1,CPN1
49392187,Fhl1,FHL1
49392188,Slc20a1,SLC20A1
49392189,Ctps1,CTPS1
49392190,Fa2h,FA2H
49392191,Rabl6,RABL6
49392192,Gclc,GCLC
49392193,Tulp2,TULP2
49392194,Ivns1abp,IVNS1ABP
49392195,Pde7a,PDE7A
49392196,Mtfr1,MTFR1
49392197,Hadha,HADHA
49392198,Pdxk,PDXK
49392199,Flt4,FLT4
49392200,Tpx2,TPX2
49392201,H1f10,H1-10
49392202,Cebpa,CEBPA
49392203,Blvrb,BLVRB
49392204,Fos,FOS
49392205,Gmppb,GMPPB
49392206,Pim2,PIM2
49392207,Gsn,GSN
49392208,Cebpe,CEBPE
49392209,Rspo1,RSPO1
49392210,Homez,HOMEZ
49392211,Pdzk1,PDZK1
49392212,Dnmt1,DNMT1
49392213,Myo5b,MYO5B
49392214,Ahcy,AHCY
49392215,Ahcyl,AHCY
49392216,Id1,ID1
49392217,Sgk1,SGK1
49392218,Cpvl,CPVL
49392219,Trim33,TRIM33
49392220,Spi1,SPI1
49392221,Ip6k2,IP6K2
49392222,Spag1,SPAG1
49392223,Aatf,AATF
49392224,Coro1b,CORO1B
49392225,Rrm2,RRM2
49392226,Krt12,KRT12
49392227,Krt14,KRT14
49392228,Krt13,KRT13
49392229,Krt15,KRT15
49392231,Krt19,KRT19
49392232,Krt16,KRT16
49392233,Krt17,KRT17
49392234,Foxb1,FOXB1
49392235,Slc38a2,SLC38A2
49392236,Cgn,CGN
49392237,Pabpc4,PABPC4
49392238,Tbx6,TBX6
49392239,Klf2,KLF2
49392240,Snu13,SNU13
49392241,Hes1,HES1
49392242,Nifk,NIFK
49392243,Atp1b1,ATP1B1
49392244,Rfx2,RFX2
49392245,Map3k4,MAP3K4
49392246,Ccng1,CCNG1
49392247,Atad5,ATAD5
49392248,Ftl2-ps,FTL
49392249,Ftl1,FTL
49392250,Clic4,CLIC4
49392253,Cts3,CTSL
49392255,Cts8,CTSL
49392256,Ctsm,CTSL
49392257,BC051665,CTSL
49392259,Ctsj,CTSL
49392262,Snai2,SNAI2
49392263,Dtl,DTL
49392264,Kif20b,KIF20B
49392265,Hspb1,HSPB1
49392266,Ddx18,DDX18
49392267,Slbp,SLBP
49392268,Rtca,RTCA
49392269,Pcna,PCNA
49392270,Ccnd1,CCND1
49392271,Elob,ELOB
49392272,Nop2,NOP2
49392273,Ccne2,CCNE2
49392274,Ppm1g,PPM1G
49392275,Sox15,SOX15
49392276,Tpi1,TPI1
49392277,Noxo1,NOXO1
49392278,Ppl,PPL
49392279,Pard6g,PARD6G
49392280,Crtac1,CRTAC1
49392281,Gm5414,KRT6C
49392282,Krt77,KRT77
49392283,Gm5478,KRT6C
49392284,Krt74,KRT74
49392285,Krt79,KRT79
49392286,Krt75,KRT75
49392287,Krt72,KRT72
49392288,Krt90,KRT90P
49392289,Krt2,KRT2
49392290,Krt71,KRT71
49392291,Krt84,KRT84
49392292,Krt76,KRT76
49392293,Krt6b,KRT6A
49392294,Krt73,KRT73
49392295,Krt1,KRT1
49392296,Krt4,KRT4
49392297,Krt7,KRT7
49392298,Krt8,KRT8
49392299,Krt6a,KRT6C
49392300,Dcun1d2,DCUN1D2
49392301,Ptgds,PTGDS
49392302,Yap1,YAP1
49392303,Glul,GLUL
49392304,Gadd45b,GADD45B
49392305,Pou5f2,POU5F2
49392306,Pou5f1,POU5F1B
49392307,Zfp36l1,ZFP36L1
49392308,Flot1,FLOT1
49392309,Myh1,MYH1
49392310,Myh2,MYH2
49392311,Myh8,MYH8
49392312,Myh4,MYH4
49392313,Yars1,YARS1
49392314,Trim71,TRIM71
49392315,Il17rd,IL17RD
49392316,Prc1,PRC1
49392317,Ktn1,KTN1
49392318,Cldn4,CLDN4
49392319,Serpinh1,SERPINH1
49392320,Dnase1l1,DNASE1L1
49392321,Phc2,PHC2
49392322,Col27a1,COL27A1
49392323,Tagln2,TAGLN2
49392324,Meis1,MEIS1
49392325,H13,HM13
49392326,Slc25a22,SLC25A22
49392327,Fgfr1,FGFR1
49392328,Bckdk,BCKDK
49392329,Sox2,SOX2
49392330,Sox11,SOX11
49392331,Desi2,DESI2
49392332,Cyp26a1,CYP26A1
49392333,Pgp,PGP
49392334,Angptl6,ANGPTL6
49392335,Jag1,JAG1
49392336,Ell2,ELL2
49392337,Lcp1,LCP1
49392338,Epha4,EPHA4
49392339,Sestd1,SESTD1
49392340,Hoxb1,HOXB1
49392341,Tecr,TECR
49392342,Shcbp1,SHCBP1
49392343,Thumpd3,THUMPD3
49392344,Tacc2,TACC2
49392345,Neurog1,NEUROG1
49392346,Sesn3,SESN3
49392347,Kdm5b,KDM5B
49392348,Zfp36,ZFP36
49392349,Ccnb1,CCNB1
49392350,Rrp36,RRP36
49392351,Dusp1,DUSP1
49392352,Igdcc4,IGDCC4
49392353,Sec13,SEC13
49392354,Abl2,ABL2
49392355,Mbp,MBP
49392356,Rfc3,RFC3
49392357,Vim,VIM
49392358,Pax6,PAX6
49392359,Copa,COPA
49392360,Tram1,TRAM1
49392361,Tram1l1,TRAM1L1
49392362,Selenof,SELENOF
49392363,Des,DES
49392364,Frzb,FRZB
49392365,Npc2,NPC2
49392366,Paics,PAICS
49392367,Cnmd,CNMD
49392368,Cnr2,CNR2
49392369,Egfl6,EGFL6
49392370,Hmcn2,HMCN2
49392371,Serpina3i,SERPINA3
49392372,Serpina3c,SERPINA3
49392373,Serpina1a,SERPINA1
49392374,Serpina3k,SERPINA3
49392375,Serpina3m,SERPINA3
49392376,Serpina1d,SERPINA1
49392377,Serpina3n,SERPINA3
49392378,Serpina1e,SERPINA1
49392379,Serpina3f,SERPINA3
49392380,Serpina1b,SERPINA1
49392381,Serpina1c,SERPINA1
49392382,Bcas2,BCAS2
49392383,Fcho2,FCHO2
49392384,Cited4,CITED4
49392385,Mki67,MKI67
49392386,Gap43,GAP43
49392387,Trappc13,TRAPPC13
49392388,Sidt2,SIDT2
49392389,Id2,ID2
49392390,Mthfd1,MTHFD1
49392391,Msh6,MSH6
49392392,Tnnt2,TNNT2
49392393,Prrx1,PRRX1
49392394,Cxadr,CXADR
49392396,Hoxa3,HOXA3
49392397,Neo1,NEO1
49392398,Trim30c,TRIM5
49392399,Trim61,TRIM61
49392400,Trim75,TRIM75
49392401,Trim34b,TRIM34
49392402,Trim39,TRIM39
49392403,Trim40,TRIM40
49392404,Trim6,TRIM6
49392405,Trim60,TRIM60
49392406,Trim30d,TRIM5
49392407,Trim34a,TRIM34
49392408,Trim30a,TRIM5
49392409,Rybp,RYBP
49392410,Col9a1,COL9A1
49392411,Hoxc8,HOXC8
49392412,Pinx1,PINX1
49392413,Col9a2,COL9A2
49392414,Qki,QKI
49392415,Cercam,CERCAM
49392416,Six3,SIX3
49392417,Gapdhs,GAPDHS
49392418,Abca12,ABCA12
49392419,Sec31a,SEC31A
49392420,Gstp2,GSTP1
49392421,Gstp1,GSTP1
49392422,Mbd3,MBD3
49392423,Uchl1,UCHL1
49392424,Pigq,PIGQ
49392425,Mybph,MYBPH
49392426,Rrbp1,RRBP1
49392427,Kmo,KMO
49392428,Eef2k,EEF2K
49392429,Acbd3,ACBD3
49392430,Col9a3,COL9A3
49392431,Dapl1,DAPL1
49392432,Hkdc1,HKDC1
49392433,Col18a1,COL18A1
49392434,Sall4,SALL4
49392435,Cdca8,CDCA8
49392436,Fibin,FIBIN
49392437,Ppp1r13b,PPP1R13B
49392438,Colec12,COLEC12
49392439,Pax2,PAX2
49392440,Cebpb,CEBPB
49392441,Tomm22,TOMM22
49392442,Col14a1,COL14A1
49392443,Fzd2,FZD2
49392444,Mmp14,MMP14
49392445,Rspo3,RSPO3
49392446,Cldn7,CLDN7
49392447,Slc38a7,SLC38A7
49392448,Slc44a2,SLC44A2
49392449,Unc45b,UNC45B
49392450,St8sia2,ST8SIA2
49392451,Rrm1,RRM1
49392452,Pmel,PMEL
49392453,Tenm3,TENM3
49392454,Sccpdh,SCCPDH
49392455,Lama5,LAMA5
49392456,Cxcr4,CXCR4
49392457,Esrp2,ESRP2
49392458,Mad2l1,MAD2L1
49392459,Depdc1a,DEPDC1
49392460,Ftsj3,FTSJ3
49392461,Sec61a1,SEC61A1
49392462,Kdm7a,KDM7A
49392463,Evx1,EVX1
49392464,Ephb4,EPHB4
49392465,Nav3,NAV3
49392466,Ctsf,CTSF
49392467,Pak2,PAK2
49392468,Trip11,TRIP11
49392469,Ptprk,PTPRK
49392470,Slc11a1,SLC11A1
49392471,Slc11a2,SLC11A2
49392472,Egr2,EGR2
49392473,Farsb,FARSB
49392474,Rrp1b,RRP1B
49392475,Ap3m1,AP3M1
49392476,Crabp2,CRABP2
49392477,Msx1,MSX1
49392478,Rgs4,RGS4
49392479,Stt3a,STT3A
49392480,Ccng2,CCNG2
49392481,Tnnt3,TNNT3
49392482,Sdc2,SDC2
49392483,Cbs,CBS
49392484,Ccnf,CCNF
49392485,Ppp1r3c,PPP1R3C
49392486,Arf5,ARF5
49392487,Fst,FST
49392488,Grwd1,GRWD1
49392489,Slc26a10,SLC26A10P
49392490,Pdcd4,PDCD4
49392491,Rab40c,RAB40C
49392492,Jph2,JPH2
49392493,Epb41l3,EPB41L3
49392494,Cad,CAD
49392495,Ranbp9,RANBP9
49392496,Sp8,SP8
49392497,Mylpf,MYL11
49392498,Lysmd3,LYSMD3
49392499,Sod2,SOD2
49392500,Crabp1,CRABP1
49392501,Grhl3,GRHL3
49392502,Ywhag,YWHAG
49392503,Pwp2,PWP2
49392504,Arpp21,ARPP21
49392505,Ypel3,YPEL3
49392506,Plod3,PLOD3
49392507,Mybbp1a,MYBBP1A
49392508,Smoc2,SMOC2
49392509,Col15a1,COL15A1
49392510,Trpm7,TRPM7
49392511,Grm6,GRM6
49392512,Cluh,CLUH
49392513,Apeh,APEH
49392514,Tacc3,TACC3
49392515,Rdh8,RDH8
49392516,Robo3,ROBO3
49392517,Clybl,CLYBL
49392518,Cdon,CDON
49392519,Ckm,CKM
49392520,Spry4,SPRY4
49392521,Mob1b,MOB1B
49392522,Zfp703,ZNF703
49392523,Ptma,PTMA
49392524,Ets1,ETS1
49392525,Slc16a1,SLC16A1
49392526,Mdk,MDK
49392527,Klhl41,KLHL41
49392528,Llgl2,LLGL2
49392529,Ephx2,EPHX2
49392530,Lmo1,LMO1
49392531,Plk1,PLK1
49392532,Tbc1d4,TBC1D4
49392533,Kars1,KARS1
49392534,Noc4l,NOC4L
49392535,Cpox,CPOX
49392536,Tgfbr2,TGFBR2
49392537,Klf6,KLF6
49392538,Ugcg,UGCG
49392539,Ccnjl,CCNJL
49392540,B3gnt7,B3GNT7
49392541,Capn9,CAPN9
49392542,Id4,ID4
49392543,Cntfr,CNTFR
49392544,Gata3,GATA3
49392545,Myog,MYOG
49392546,Glo1,GLO1
49392547,Gdf1,GDF1
49392548,Gdf3,GDF3
49392549,Zfp513,ZNF513
49392550,Gpx4,GPX4
49392551,Ezr,EZR
49392552,Dclk2,DCLK2
49392553,Marcksl1,MARCKSL1
49392554,Trim80,TRIM80P
49392555,Prdx2,PRDX2
49392556,Npm3,NPM3
49392557,Lmbr1l,LMBR1L
49392558,Bcl7a,BCL7A
49392559,Ahcyl1,AHCYL1
49392560,Hdlbp,HDLBP
49392561,Dhfr,DHFR
49392562,Fbp1,FBP1
49392563,Dlst,DLST
49392564,Sipa1l1,SIPA1L1
49392565,Gata6,GATA6
49392566,Nfkbib,NFKBIB
49392567,Elovl6,ELOVL6
49392568,Gbx1,GBX1
49392569,Glud1,GLUD2
49392570,Plaa,PLAA
49392571,Suclg2,SUCLG2
49392572,Pmm2,PMM2
49392573,Slc39a1,SLC39A1
49392574,Slc39a2,SLC39A2
49392575,Gmps,GMPS
49392576,Dnmt3b,DNMT3B
49392577,Gata5,GATA5
49392578,Impdh2,IMPDH2
49392579,Nucb2,NUCB2
49392580,Rock2,ROCK2
49392581,Myf5,MYF5
49392582,Ppan,PPAN
49392583,Snai1,SNAI1
49392584,Dlgap5,DLGAP5
49392585,Hells,HELLS
49392586,Coro1c,CORO1C
49392587,Igfbp1,IGFBP1
49392588,Higd1c,HIGD1C
49392589,Higd1a,HIGD1A
49392590,Dmd,DMD
49392591,Lars1,LARS1
49392592,Rhpn2,RHPN2
49392593,Ccna2,CCNA2
49392594,Kbtbd8,KBTBD8
49392596,Tpm3,TPM3
49392597,Msi1,MSI1
49392598,Pola1,POLA1
49392599,Pbdc1,PBDC1
49392600,Pdcd11,PDCD11
49392601,Txnrd3,TXNRD3
49392602,Dio2,DIO2
49392603,Dio1,DIO1
49392604,Selenon,SELENON
49392605,Msrb1,MSRB1
49392606,Selenop,SELENOP
49392607,Gpx1,GPX1
49392608,Selenom,SELENOM
49392609,Selenow,SELENOW
49392610,Mien1,MIEN1
49392611,Selenoh,SELENOH
49392612,Selenot,SELENOT
49392613,Sephs2,SEPHS2
49392614,Nap1l1,NAP1L1
49392615,Tg,TG
49392616,Prdx3,PRDX3
49392617,Atic,ATIC
49392618,Foxi2,FOXI2
49392619,Foxi1,FOXI1
49392620,Nanos3,NANOS3
49392621,Hif1an,HIF1AN
49392622,Rab14,RAB14
49392623,Cetn4,CETN4P
49392624,E2f5,E2F5
49392625,Dnd1,DND1
49392626,Kif23,KIF23
49392627,Ucp2,UCP2
49392628,Hspa9,HSPA9
49392629,Dynll2,DYNLL2
49392630,Gorasp1,GORASP1
49392631,Uox,UOX
49392632,Msi2,MSI2
49392633,Wnt11,WNT11
49392634,Rab2a,RAB2A
49392635,Eif4ebp3,EIF4EBP3
49392636,Ggcx,GGCX
49392637,Anxa11,ANXA11
49392638,Ssr1,SSR1
49392639,Psap,PSAP
49392640,Gstm7,GSTM2
49392641,Gstm1,GSTM1
49392642,Gstm3,GSTM5
49392643,Gstm4,GSTM4
49392644,Gstm5,GSTM3
49392645,Gstm6,GSTM5
49392646,Gstm2,GSTM1
49392647,Pak1,PAK1
49392648,Rab13,RAB13
49392649,Gys2,GYS2
49392650,Tjp3,TJP3
49392651,Kdelr2,KDELR2
49392652,Otx1,OTX1
49392653,Car9,CA9
49392654,Pip4k2c,PIP4K2C
49392655,Mvp,MVP
49392656,Dnaja4,DNAJA4
49392657,Ndrg1,NDRG1
49392658,Ica1l,ICA1L
49392659,Add1,ADD1
49392660,Smc4,SMC4
49392661,Csrp1,CSRP1
49392662,Aktip,AKTIP
49392663,Jup,JUP
49392664,Mcm6,MCM6
49392665,Rdh10,RDH10
49392666,Ptpn2,PTPN2
49392667,Zic3,ZIC3
49392668,H1f8,H1-8
49392669,Tjp1,TJP1
49392670,G6pc1,G6PC1
49392671,Tbx20,TBX20
49392672,Crx,CRX
49392673,Krt18,KRT18
49392674,Mtr,MTR
49392675,Sh3gl1,SH3GL1
49392676,Tpm2,TPM2
49392677,Mpzl2,MPZL2
49392678,Aldh18a1,ALDH18A1
49392679,Ddx27,DDX27
49392680,Efhc2,EFHC2
49392681,Cripto,CRIPTO3
49392682,Aldh6a1,ALDH6A1
49392683,Zic2,ZIC2
49392684,Gpd2,GPD2
49392685,Fli1,FLI1
49392686,Pck1,PCK1
49392687,Gtpbp1,GTPBP1
49392688,Dstn,DSTN
49392689,Tkt,TKT
49392690,Tktl2,TKTL2
49392691,Tktl1,TKTL1
49392692,Ehd1,EHD1
49392693,Hspd1,HSPD1
49392694,Tsc22d2,TSC22D2
49392695,Ppib,PPIB
49392696,Gstt2,GSTT2B
49392697,Gstt4,GSTT4
49392698,Gstt1,GSTT1
49392699,Gstt3,GSTT3P
49392700,Arpc1b,ARPC1B
49392701,Tfe3,TFE3
49392702,Gnai1,GNAI1
49392703,Lhx8,LHX8
49392704,Idh1,IDH1
49392705,Pah,PAH
49392706,Fen1,FEN1
49392707,Dnttip2,DNTTIP2
49392708,Abat,ABAT
49392709,Tead3,TEAD3
49392710,Eno3,ENO3
49392711,Prickle2,PRICKLE2
49392712,Fabp3,FABP3
49392713,Ufsp2,UFSP2
49392714,Ncf1,NCF1B
49392715,Lrrc15,LRRC15
49392716,Nherf1,NHERF1
49392717,Sall1,SALL1
49392718,D630003M21Rik,KIAA1755
49392719,Spout1,SPOUT1
49392720,Stap2,STAP2
49392721,Cdh17,CDH17
49392722,Celf2,CELF2
49392723,Anp32b,ANP32B
49392724,Mgll,MGLL
49392725,Nap1l4,NAP1L4
49392726,Ctsc,CTSC
49392727,Rab32,RAB32
49392728,Xbp1,XBP1
49392729,Gemin5,GEMIN5
49392730,Btg3,BTG3
49392731,Pif1,PIF1
49392732,Slc43a2,SLC43A2
49392733,Pald1,PALD1
49392734,Copg2,COPG2
49392735,Copg1,COPG1
49392736,Tuba1c,TUBA1C
49392737,Tuba1b,TUBA1B
49392738,Lmna,LMNA
49392739,Lamb1,LAMB1
49392740,mt-Nd2,ND2
49392741,Dmxl2,DMXL2
49392742,Dnajb11,DNAJB11
49392743,Cyp11a1,CYP11A1
49392744,Rgs12,RGS12
49392745,Stmn1,STMN1
49392746,Prps1l3,PRPS1
49392747,Prps1,PRPS1
49392748,Prps1l1,PRPS1L1
49392749,Ddx21,DDX21
49392750,Cdkn1c,CDKN1C
49392751,Apc,APC
49392752,Flnb,FLNB
49392753,Cd99l2,CD99L2
49392754,Cd99,CD99
49392755,Uba5,UBA5
49392756,Aopep,AOPEP
49392757,Otp,OTP
49392758,Mst1,MST1
49392759,Tent5b,TENT5B
49392760,Ptprm,PTPRM
49392761,Stk40,STK40
49392762,Shbg,SHBG
49392763,Lrig1,LRIG1
49392764,Dnajc5,DNAJC5
49392765,Mpp1,MPP1
49392766,Septin9,SEPTIN9
49392767,Ces3a,CES3
49392768,Ces2h,CES2
49392769,Ces1b,CES1
49392770,Ces1f,CES1
49392771,Ces1d,CES1P1
49392772,Ces1e,CES1
49392773,Ces2c,CES2
49392774,Ces1h,CES1
49392775,Ces2a,CES2
49392776,Ces4a,CES4A
49392777,Ces2g,CES2
49392778,Ces3b,CES3
49392779,Ces5a,CES5A
49392780,Ces1g,CES1
49392781,Ces1a,CES1
49392782,Ces2b,CES2
49392783,Ces1c,CES1
49392784,Ces2f,CES2
49392785,Ces2e,CES2
49392786,Cbln2,CBLN2
49392787,Crebbp,CREBBP
49392788,Cbx1,CBX1
49392789,Cbx3,CBX3
49392790,Cbx8,CBX8
49392791,Dipk2b,DIPK2B
49392792,Kyat1,KYAT1
49392793,Kyat3,KYAT3
49392794,Dixdc1,DIXDC1
49392795,Sgf29,SGF29
49392796,Ccdc103,DNAAF19
49392797,Cfap36,CFAP36
49392798,Tektl1,TEKTL1
49392799,Ccdc106,CCDC106
49392800,Mcu,MCU
49392801,Cfap53,CFAP53
49392802,Ccdc113,CFAP263
49392803,Odad1,ODAD1
49392804,Ccdc63,CCDC63
49392805,Ccdc115,VMA22
49392806,Ccdc120,CCDC120
49392807,Cep89,CEP89
49392808,Ccdc127,CCDC127
49392809,Itprid1,ITPRID1
49392810,Yju2b,YJU2B
49392811,Vps50,VPS50
49392812,Cfap58,CFAP58
49392813,Ccdc149,CCDC149
49392814,Odad3,ODAD3
49392815,Ccdc153,DRC12
49392816,Drc1,DRC1
49392817,Cfap210,CFAP210
49392818,Cfap119,CFAP119
49392819,Cfap45,CFAP45
49392820,Svbp,SVBP
49392821,Ccdc3,CCDC3
49392822,Cfap100,CFAP100
49392823,Cep83,CEP83
49392824,Ccdc42,CCDC42
49392825,Cfap73,CFAP73
49392826,Cwc25,CWC25
49392827,Ccdc50,CCDC50
49392828,Spice1,SPICE1
49392829,Washc3,WASHC3
49392830,Nsrp1,NSRP1
49392831,Coa3,COA3
49392832,Mix23,MIX23
49392833,Ccdc6,CCDC6
49392834,Bicdl2,BICDL2
49392835,Tma7,TMA7B
49392836,Gpatch11,GPATCH11
49392837,Trmt13,TRMT13
49392838,Terb1,TERB1
49392839,Cenatac,CENATAC
49392840,Ccdc85c,CCDC85C
49392841,Yju2,YJU2
49392842,Ccdc96,CFAP184
49392843,Cck,CCK
49392844,Cckbr,CCKBR
49392845,Ccl19,CCL19
49392846,Ccl20,CCL20
49392847,Ccl21a,CCL21
49392848,Ccl21e,CCL21
49392849,Ccl21d,CCL21
49392850,Ccl21f,CCL21
49392851,Ccl21b,CCL21
49392852,Ccl25,CCL25
49392853,Ccl4,CCL4L2
49392854,Ccl5,CCL5
49392855,Ccl3,CCL3L3
49392856,Ccl12,CCL2
49392857,Ccl8,CCL8
49392858,Ccl2,CCL2
49392859,Ccl7,CCL7
49392860,Ccl11,CCL11
49392861,Ccl24,CCL24
49392862,Ccl27a,CCL27
49392863,Ccl28,CCL28
49392864,Ccl27b,CCL27
49392865,Ccl27al,CCL27
49392866,Krit1,KRIT1
49392867,Pdcd10,PDCD10
49392868,Ccm2l,CCM2L
49392869,Ccn5,CCN5
49392870,Ccnd2,CCND2
49392871,Ccne1,CCNE1
49392872,Ccnl1,CCNL1
49392873,Ccnt2,CCNT2
49392874,Agtpbp1,AGTPBP1
49392875,Agbl2,AGBL2
49392876,Agbl5,AGBL5
49392877,Agbl4,AGBL4
49392878,Ccr2,CCR2
49392879,Ccr3,CCR3
49392880,Ccr5,CCR5
49392881,Ccr1,CCR1
49392882,Ccr4,CCR4
49392883,Ccr1l1,CCR1
49392884,Ccr8,CCR8
49392885,Cx3cr1,CX3CR1
49392886,Ccr9,CCR9
49392887,Cdk20,CDK20
49392888,Ackr4,ACKR4
49392889,Noct,NOCT
49392890,Ccser2,CCSER2
49392891,Tcp1,TCP1
49392892,Itgad,ITGAD
49392893,Itgax,ITGAX
49392894,Itgam,ITGAM
49392895,Mcam,MCAM
49392896,Cd40lg,CD40LG
49392897,Cd63,CD63
49392898,Cd2ap,CD2AP
49392899,Pecam1,PECAM1
49392900,Scarb2,SCARB2
49392901,Entpd5,ENTPD5
49392902,Polr1g,POLR1G
49392903,Cd247,CD247
49392904,Cd4,CD4
49392905,Itga2b,ITGA2B
49392906,Ptprc,PTPRC
49392907,Itga2,ITGA2
49392908,Cd59b,CD59
49392909,Tfrc,TFRC
49392910,Cd74,CD74
49392911,Cd81,CD81
49392912,Cd82,CD82
49392913,Adgre5,ADGRE5
49392914,Adgre1,ADGRE1
49392915,Cda,CDA
49392916,Cdc14b,CDC14C
49392917,Cdc14a,CDC14A
49392918,Cdk1,CDK1
49392919,Cdk11b,CDK11A
49392920,Cdk13,CDK13
49392921,Cdk19,CDK19
49392922,Cnot1,CNOT1
49392923,Cdc42,CDC42
49392924,Cdc42ep5,CDC42EP5
49392925,Cdc42ep4,CDC42EP4
49392926,Cdc45,CDC45
49392927,Vcp,VCP
49392928,Cdca7,CDCA7
49392929,Cdca7l,CDCA7L
49392930,Cdh10,CDH10
49392931,Cdh9,CDH9
49392932,Cdh12,CDH12
49392933,Cdh18,CDH18
49392934,Cdh26,CDH26
49392935,Cdh7,CDH7
49392936,Cdhr1,CDHR1
49392937,Cdh11,CDH11
49392938,Cdk5r1,CDK5R1
49392939,Cdk5r2,CDK5R2
49392940,Cdkn1b,CDKN1B
49392941,Cdkn2a,CDKN2A
49392942,Cdkn2b,CDKN2B
49392943,Cdk5rap3,CDK5RAP3
49392944,M6pr,M6PR
49392945,Espl1,ESPL1
49392946,Ift81,IFT81
49392947,Slc44a1,SLC44A1
49392948,Sass6,SASS6
49392949,Cebpd,CEBPD
49392950,Cebpg,CEBPG
49392951,Hdhd5,HDHD5
49392952,Tmem121b,TMEM121B
49392953,Get4,GET4
49392954,Celf3,CELF3
49392955,Zcchc13,ZCCHC13
49392956,Cnbp,CNBP
49392957,Celsr1,CELSR1
49392958,Celsr2,CELSR2
49392959,Odf2,ODF2
49392960,Cpap,CPAP
49392961,Cep170,CEP170
49392962,Cep170b,CEP170B
